RAD	WIND	MINT	MAXT	DOY	VPR	OKTA	RAIN	AHA
1006.00	5.71	26.29	33.16	1987	1	1	4627.6	27.29
1030.00	6.97	25.32	31.07	1988	1.21	2	4738	26.32
990.00	5.32	25.19	31.31	1989	1.09	3	4554	26.19
1010.00	5.97	25.26	30.80	1990	1.03	4	4646	26.26
1005.00	5.00	25.58	30.91	1991	0.92	5	4623	26.58
1000.00	5.81	25.13	30.08	1992	0.93	6	4600	26.13
995.00	5.73	24.03	29.12	1993	0.99	7	4577	25.03
999.00	5.68	24.30	28.69	1994	0.89	1	4595.4	25.30
1001.00	5.84	23.80	28.61	1995	0.99	2	4604.6	24.80
1002.00	5.77	23.90	29.13	1996	0.97	3	4609.2	24.90
1004.00	5.00	24.41	31.48	1997	0.95	4	4618.4	25.41
1005.00	5.27	25.50	32.41	1998	1.12	5	4623	26.50
1006.00	5.71	26.29	33.16	1999	1	6	4627.6	27.29
990.00	5.32	25.19	31.31	2000	1.21	7	4554	26.19
1010.00	5.97	25.26	30.80	2001	1.09	1	4646	26.26
1005.00	5.00	25.58	30.91	2002	1.03	2	4623	26.58
1000.00	5.81	25.13	30.08	2003	0.92	3	4600	26.13
995.00	5.73	24.03	29.12	2004	0.93	4	4577	25.03
999.00	5.68	24.30	28.69	2005	0.99	5	4595.4	25.30
1001.00	5.84	23.80	28.61	2006	0.89	6	4604.6	24.80
1002.00	5.77	23.90	29.13	2007	0.99	7	4609.2	24.90
1004.00	5.00	24.41	31.48	2008	0.89	1	4618.4	25.41
1005.00	5.27	25.50	32.41	2009	0.99	2	4623	26.50
1006.00	5.71	26.29	33.16	2010	0.97	3	4627.6	27.29
1030.00	6.97	25.32	31.07	2011	0.95	4	4738	26.32
990.00	5.32	25.19	31.31	2012	1.12	5	4554	26.19
1010.00	5.97	25.26	30.80	2013	1	6	4646	26.26
1005.00	5.00	25.58	30.91	2014	1.21	7	4623	26.58
1000.00	5.81	25.13	30.08	2015	1.09	1	4600	26.13
995.00	5.73	24.03	29.12	2016	1.03	2	4577	25.03
999.00	5.68	24.30	28.69	2017	0.92	3	4595.4	25.30
1001.00	5.84	23.80	28.61	2018	0.93	4	4604.6	24.80
1002.00	5.77	23.90	29.13	2019	0.99	5	4609.2	24.90
1004.00	5.00	24.41	31.48	2020	0.89	6	4618.4	25.41
1005.00	5.27	25.50	32.41	2021	0.99	7	4623	26.50
1006.00	5.71	26.29	33.16	2022	0.97	1	4627.6	27.29
1005.00	5.00	25.58	30.91	2023	0.95	2	4623	26.58
1000.00	5.81	25.13	30.08	2024	1.12	3	4600	26.13
995.00	5.73	24.03	29.12	2025	1	4	4577	25.03
999.00	5.68	24.30	28.69	2026	1.21	5	4595.4	25.30
1001.00	5.84	23.80	28.61	2027	1.09	6	4604.6	24.80
1002.00	5.77	23.90	29.13	2028	1.03	7	4609.2	24.90
1004.00	5.00	24.41	31.48	2029	0.92	1	4618.4	25.41
1005.00	5.27	25.50	32.41	2030	0.93	2	4623	26.50
1006.00	5.71	26.29	33.16	2031	0.99	3	4627.6	27.29
999.00	5.68	24.30	28.69	2032	0.89	4	4595.4	25.30
1001.00	5.84	23.80	28.61	2033	0.99	5	4604.6	24.80
1002.00	5.77	23.90	29.13	2034	0.97	6	4609.2	24.90
1004.00	5.00	24.41	31.48	2035	0.95	7	4618.4	25.41
1005.00	5.27	25.50	32.41	2036	1.12	1	4623	26.50
1006.00	5.71	26.29	33.16	2037	1	2	4627.6	27.29
1030.00	6.97	25.32	31.07	2038	1.21	3	4738	26.32
990.00	5.32	25.19	31.31	2039	1.09	4	4554	26.19
1010.00	5.97	25.26	30.80	2040	1.03	5	4646	26.26
1005.00	5.00	25.58	30.91	2041	0.92	6	4623	26.58
1000.00	5.81	25.13	30.08	2042	0.93	7	4600	26.13
995.00	5.73	24.03	29.12	2043	0.99	1	4577	25.03
999.00	5.68	24.30	28.69	2044	0.89	2	4595.4	25.30
1001.00	5.84	23.80	28.61	2045	0.99	3	4604.6	24.80
1002.00	5.77	23.90	29.13	2046	0.89	4	4609.2	24.90
1004.00	5.00	24.41	31.48	2047	0.99	5	4618.4	25.41
1005.00	5.27	25.50	32.41	2048	0.97	6	4623	26.50
1006.00	5.71	26.29	33.16	2049	0.95	7	4627.6	27.29
990.00	5.32	25.19	31.31	2050	1.12	1	4554	26.19
1010.00	5.97	25.26	30.80	2051	1	2	4646	26.26
1005.00	5.00	25.58	30.91	2052	1.21	3	4623	26.58
1000.00	5.81	25.13	30.08	2053	1.09	4	4600	26.13
995.00	5.73	24.03	29.12	2054	1.03	5	4577	25.03
999.00	5.68	24.30	28.69	2055	0.92	6	4595.4	25.30
1001.00	5.84	23.80	28.61	2056	0.93	7	4604.6	24.80
1002.00	5.77	23.90	29.13	2057	0.99	1	4609.2	24.90
1004.00	5.00	24.41	31.48	2058	0.89	2	4618.4	25.41
1005.00	5.27	25.50	32.41	2059	0.99	3	4623	26.50
1006.00	5.71	26.29	33.16	2060	0.89	4	4627.6	27.29
1030.00	6.97	25.32	31.07	2061	0.99	5	4738	26.32
990.00	5.32	25.19	31.31	2062	0.97	6	4554	26.19
1010.00	5.97	25.26	30.80	2063	0.95	7	4646	26.26
1005.00	5.00	25.58	30.91	2064	1.12	1	4623	26.58
1000.00	5.81	25.13	30.08	2065	1	2	4600	26.13
995.00	5.73	24.03	29.12	2066	1.21	3	4577	25.03
999.00	5.68	24.30	28.69	2067	1.09	4	4595.4	25.30
1001.00	5.84	23.80	28.61	2068	1.03	5	4604.6	24.80
1002.00	5.77	23.90	29.13	2069	0.92	6	4609.2	24.90
1004.00	5.00	24.41	31.48	2070	0.93	7	4618.4	25.41
1005.00	5.27	25.50	32.41	2071	0.99	1	4623	26.50
1006.00	5.71	26.29	33.16	2072	0.89	2	4627.6	27.29
1005.00	5.00	25.58	30.91	2073	0.99	3	4623	26.58
1000.00	5.81	25.13	30.08	2074	0.97	4	4600	26.13
995.00	5.73	24.03	29.12	2075	0.95	5	4577	25.03
999.00	5.68	24.30	28.69	2076	1.12	6	4595.4	25.30
1001.00	5.84	23.80	28.61	2077	1	7	4604.6	24.80
1002.00	5.77	23.90	29.13	2078	1.21	1	4609.2	24.90
1004.00	5.00	24.41	31.48	2079	1.09	2	4618.4	25.41
1005.00	5.27	25.50	32.41	2080	1.03	3	4623	26.50
1006.00	5.71	26.29	33.16	2081	0.92	4	4627.6	27.29
1030.00	6.97	25.32	31.07	2082	0.93	5	4738	26.32
990.00	5.32	25.19	31.31	2083	0.99	6	4554	26.19
1010.00	5.97	25.26	30.80	2084	0.89	7	4646	26.26
1005.00	5.00	25.58	30.91	2085	0.99	1	4623	26.58
1000.00	5.81	25.13	30.08	2086	0.97	2	4600	26.13
995.00	5.73	24.03	29.12	2087	0.95	3	4577	25.03
999.00	5.68	24.30	28.69	2088	1.12	4	4595.4	25.30
1001.00	5.84	23.80	28.61	2089	1	5	4604.6	24.80
1002.00	5.77	23.90	29.13	2090	1.21	6	4609.2	24.90
1004.00	5.00	24.41	31.48	2091	1.09	7	4618.4	25.41
1005.00	5.27	25.50	32.41	2092	1.03	1	4623	26.50
1006.00	5.71	26.29	33.16	2093	0.92	2	4627.6	27.29
1030.00	6.97	25.32	31.07	2094	0.93	3	4738	26.32
990.00	5.32	25.19	31.31	2095	0.99	4	4554	26.19
1010.00	5.97	25.26	30.80	2096	0.89	5	4646	26.26
1005.00	5.00	25.58	30.91	2097	0.99	6	4623	26.58
1000.00	5.81	25.13	30.08	2098	0.89	7	4600	26.13
995.00	5.73	24.03	29.12	2099	0.99	1	4577	25.03
999.00	5.68	24.30	28.69	2100	0.97	2	4595.4	25.30
1001.00	5.84	23.80	28.61	2101	0.95	3	4604.6	24.80
1002.00	5.77	23.90	29.13	2102	1.12	4	4609.2	24.90
1004.00	5.00	24.41	31.48	2103	1	5	4618.4	25.41
1005.00	5.27	25.50	32.41	2104	1.21	6	4623	26.50
1006.00	5.71	26.29	33.16	2105	1.09	7	4627.6	27.29
1030.00	6.97	25.32	31.07	2106	1.03	1	4738	26.32
990.00	5.32	25.19	31.31	2107	0.92	2	4554	26.19
1010.00	5.97	25.26	30.80	2108	0.93	3	4646	26.26
1005.00	5.00	25.58	30.91	2109	0.99	4	4623	26.58
1000.00	5.81	25.13	30.08	2110	0.89	5	4600	26.13
995.00	5.73	24.03	29.12	2111	0.99	6	4577	25.03
999.00	5.68	24.30	28.69	2112	0.97	7	4595.4	25.30
1001.00	5.84	23.80	28.61	2113	0.95	1	4604.6	24.80
1002.00	5.77	23.90	29.13	2114	1.12	2	4609.2	24.90
1004.00	5.00	24.41	31.48	2115	1	3	4618.4	25.41
1005.00	5.27	25.50	32.41	2116	1.21	4	4623	26.50
1006.00	5.71	26.29	33.16	2117	1.09	5	4627.6	27.29
990.00	5.32	25.19	31.31	2118	1.03	6	4554	26.19
1010.00	5.97	25.26	30.80	2119	0.92	7	4646	26.26
1005.00	5.00	25.58	30.91	2120	0.93	1	4623	26.58
1000.00	5.81	25.13	30.08	2121	0.99	2	4600	26.13
995.00	5.73	24.03	29.12	2122	0.89	3	4577	25.03
999.00	5.68	24.30	28.69	2123	0.99	4	4595.4	25.30
1001.00	5.84	23.80	28.61	2124	0.97	5	4604.6	24.80
1002.00	5.77	23.90	29.13	2125	0.95	6	4609.2	24.90
1004.00	5.00	24.41	31.48	2126	1.12	7	4618.4	25.41
1005.00	5.27	25.50	32.41	2127	1	1	4623	26.50
1006.00	5.71	26.29	33.16	2128	1.21	2	4627.6	27.29
1030.00	6.97	25.32	31.07	2129	1.09	3	4738	26.32
990.00	5.32	25.19	31.31	2130	1.03	4	4554	26.19
1010.00	5.97	25.26	30.80	2131	0.92	5	4646	26.26
1005.00	5.00	25.58	30.91	2132	0.93	6	4623	26.58
1000.00	5.81	25.13	30.08	2133	0.99	7	4600	26.13
995.00	5.73	24.03	29.12	2134	0.89	1	4577	25.03
999.00	5.68	24.30	28.69	2135	0.99	2	4595.4	25.30
1001.00	5.84	23.80	28.61	2136	0.89	3	4604.6	24.80
1002.00	5.77	23.90	29.13	2137	0.99	4	4609.2	24.90
1004.00	5.00	24.41	31.48	2138	0.97	5	4618.4	25.41
1005.00	5.27	25.50	32.41	2139	0.95	6	4623	26.50
1006.00	5.71	26.29	33.16	2140	1.12	7	4627.6	27.29
1005.00	5.27	25.50	32.41	2141	1	1	4623	26.50
1006.00	5.71	26.29	33.16	2142	1.21	2	4627.6	27.29
1030.00	6.97	25.32	31.07	2143	1.09	3	4738	26.32
990.00	5.32	25.19	31.31	2144	1.03	4	4554	26.19
1010.00	5.97	25.26	30.80	2145	0.92	5	4646	26.26
1005.00	5.00	25.58	30.91	2146	0.93	6	4623	26.58
1000.00	5.81	25.13	30.08	2147	0.99	7	4600	26.13
995.00	5.73	24.03	29.12	2148	0.89	1	4577	25.03
999.00	5.68	24.30	28.69	2149	0.99	2	4595.4	25.30
1001.00	5.84	23.80	28.61	2150	0.89	3	4604.6	24.80
1002.00	5.77	23.90	29.13	2151	0.99	4	4609.2	24.90
1004.00	5.00	24.41	31.48	2152	0.97	5	4618.4	25.41
1005.00	5.27	25.50	32.41	2153	0.95	6	4623	26.50
1006.00	5.71	26.29	33.16	2154	1.12	7	4627.6	27.29
1005.00	5.00	25.58	30.91	2155	1	1	4623	26.58
1000.00	5.81	25.13	30.08	2156	1.21	2	4600	26.13
995.00	5.73	24.03	29.12	2157	1.09	3	4577	25.03
999.00	5.68	24.30	28.69	2158	1.03	4	4595.4	25.30
1001.00	5.84	23.80	28.61	2159	0.92	5	4604.6	24.80
1002.00	5.77	23.90	29.13	2160	0.93	6	4609.2	24.90
1004.00	5.00	24.41	31.48	2161	0.99	7	4618.4	25.41
1005.00	5.27	25.50	32.41	2162	0.89	1	4623	26.50
1006.00	5.71	26.29	33.16	2163	0.99	2	4627.6	27.29
1030.00	6.97	25.32	31.07	2164	0.97	3	4738	26.32
990.00	5.32	25.19	31.31	2165	0.95	4	4554	26.19
1010.00	5.97	25.26	30.80	2166	1.12	5	4646	26.26
1005.00	5.00	25.58	30.91	2167	1	6	4623	26.58
1000.00	5.81	25.13	30.08	2168	1.21	7	4600	26.13
995.00	5.73	24.03	29.12	2169	1.09	1	4577	25.03
999.00	5.68	24.30	28.69	2170	1.03	2	4595.4	25.30
1001.00	5.84	23.80	28.61	2171	0.92	3	4604.6	24.80
1002.00	5.77	23.90	29.13	2172	0.93	4	4609.2	24.90
1004.00	5.00	24.41	31.48	2173	0.99	5	4618.4	25.41
1005.00	5.27	25.50	32.41	2174	0.89	6	4623	26.50
1006.00	5.71	26.29	33.16	2175	0.99	7	4627.6	27.29
1030.00	6.97	25.32	31.07	2176	0.97	1	4738	26.32
990.00	5.32	25.19	31.31	2177	0.95	2	4554	26.19
1010.00	5.97	25.26	30.80	2178	1.12	3	4646	26.26
1005.00	5.00	25.58	30.91	2179	1	4	4623	26.58
1000.00	5.81	25.13	30.08	2180	1.21	5	4600	26.13
995.00	5.73	24.03	29.12	2181	1.09	6	4577	25.03
999.00	5.68	24.30	28.69	2182	1.03	7	4595.4	25.30
1001.00	5.84	23.80	28.61	2183	0.92	1	4604.6	24.80
1002.00	5.77	23.90	29.13	2184	0.93	2	4609.2	24.90
1004.00	5.00	24.41	31.48	2185	0.99	3	4618.4	25.41
1005.00	5.27	25.50	32.41	2186	0.89	4	4623	26.50
1006.00	5.71	26.29	33.16	2187	0.99	5	4627.6	27.29
1030.00	6.97	25.32	31.07	2188	0.89	6	4738	26.32
990.00	5.32	25.19	31.31	2189	0.99	7	4554	26.19
1010.00	5.97	25.26	30.80	2190	0.97	1	4646	26.26
990.00	5.32	25.19	31.31	2191	0.89	1	4554	26.19
1010.00	5.97	25.26	30.80	2192	0.99	2	4646	26.26
1005.00	5.00	25.58	30.91	2193	0.97	3	4623	26.58
1000.00	5.81	25.13	30.08	2194	0.95	4	4600	26.13
995.00	5.73	24.03	29.12	2195	1.12	5	4577	25.03
999.00	5.68	24.30	28.69	2196	1	6	4595.4	25.30
1001.00	5.84	23.80	28.61	2197	1.21	7	4604.6	24.80
1002.00	5.77	23.90	29.13	2198	1.09	1	4609.2	24.90
1004.00	5.00	24.41	31.48	2199	1.03	2	4618.4	25.41
1005.00	5.27	25.50	32.41	2200	0.92	3	4623	26.50
1006.00	5.71	26.29	33.16	2201	0.93	4	4627.6	27.29
1030.00	6.97	25.32	31.07	2202	0.99	5	4738	26.32
990.00	5.32	25.19	31.31	2203	0.89	6	4554	26.19
1010.00	5.97	25.26	30.80	2204	0.99	7	4646	26.26
1005.00	5.00	25.58	30.91	2205	0.89	1	4623	26.58
1000.00	5.81	25.13	30.08	2206	0.99	2	4600	26.13
995.00	5.73	24.03	29.12	2207	0.97	3	4577	25.03
999.00	5.68	24.30	28.69	2208	0.95	4	4595.4	25.30
1001.00	5.84	23.80	28.61	2209	1.12	5	4604.6	24.80
1002.00	5.77	23.90	29.13	2210	1	6	4609.2	24.90
1004.00	5.00	24.41	31.48	2211	1.21	7	4618.4	25.41
1005.00	5.27	25.50	32.41	2212	1.09	1	4623	26.50
1006.00	5.71	26.29	33.16	2213	1.03	2	4627.6	27.29
1030.00	6.97	25.32	31.07	2214	0.92	3	4738	26.32
990.00	5.32	25.19	31.31	2215	0.93	4	4554	26.19
1010.00	5.97	25.26	30.80	2216	0.99	5	4646	26.26
1005.00	5.00	25.58	30.91	2217	0.89	6	4623	26.58
1000.00	5.81	25.13	30.08	2218	0.99	7	4600	26.13
995.00	5.73	24.03	29.12	2219	0.97	1	4577	25.03
999.00	5.68	24.30	28.69	2220	0.95	2	4595.4	25.30
1001.00	5.84	23.80	28.61	2221	1.12	3	4604.6	24.80
1002.00	5.77	23.90	29.13	2222	1	4	4609.2	24.90
1004.00	5.00	24.41	31.48	2223	1.21	5	4618.4	25.41
1005.00	5.27	25.50	32.41	2224	1.09	6	4623	26.50
1006.00	5.71	26.29	33.16	2225	1.03	7	4627.6	27.29
1030.00	6.97	25.32	31.07	2226	0.92	1	4738	26.32
990.00	5.32	25.19	31.31	2227	0.93	2	4554	26.19
1010.00	5.97	25.26	30.80	2228	0.99	3	4646	26.26
1005.00	5.00	25.58	30.91	2229	0.89	4	4623	26.58
1000.00	5.81	25.13	30.08	2230	0.99	5	4600	26.13
995.00	5.73	24.03	29.12	2231	0.97	6	4577	25.03
999.00	5.68	24.30	28.69	2232	0.95	7	4595.4	25.30
1001.00	5.84	23.80	28.61	2233	1.12	1	4604.6	24.80
1002.00	5.77	23.90	29.13	2234	1	2	4609.2	24.90
1004.00	5.00	24.41	31.48	2235	1.21	3	4618.4	25.41
1005.00	5.27	25.50	32.41	2236	1.09	4	4623	26.50
1006.00	5.71	26.29	33.16	2237	1.03	5	4627.6	27.29
990.00	5.32	25.19	31.31	2238	0.92	6	4554	26.19
1010.00	5.97	25.26	30.80	2239	0.93	7	4646	26.26
1005.00	5.00	25.58	30.91	2240	0.99	1	4623	26.58
1000.00	5.81	25.13	30.08	2241	0.89	2	4600	26.13
995.00	5.73	24.03	29.12	2242	0.99	3	4577	25.03
999.00	5.68	24.30	28.69	2243	0.89	4	4595.4	25.30
1001.00	5.84	23.80	28.61	2244	0.99	5	4604.6	24.80
1002.00	5.77	23.90	29.13	2245	0.97	6	4609.2	24.90
1004.00	5.00	24.41	31.48	2246	0.95	7	4618.4	25.41
1005.00	5.27	25.50	32.41	2247	1.12	1	4623	26.50
1006.00	5.71	26.29	33.16	2248	1	2	4627.6	27.29
1030.00	6.97	25.32	31.07	2249	1.21	3	4738	26.32
990.00	5.32	25.19	31.31	2250	1.09	4	4554	26.19
1010.00	5.97	25.26	30.80	2251	1.03	5	4646	26.26
1005.00	5.00	25.58	30.91	2252	0.92	6	4623	26.58
1000.00	5.81	25.13	30.08	2253	0.93	7	4600	26.13
995.00	5.73	24.03	29.12	2254	0.99	1	4577	25.03
999.00	5.68	24.30	28.69	2255	0.89	2	4595.4	25.30
1001.00	5.84	23.80	28.61	2256	0.99	3	4604.6	24.80
1002.00	5.77	23.90	29.13	2257	0.89	4	4609.2	24.90
1004.00	5.00	24.41	31.48	2258	0.99	5	4618.4	25.41
1005.00	5.27	25.50	32.41	2259	0.97	6	4623	26.50
1006.00	5.71	26.29	33.16	2260	0.95	7	4627.6	27.29
1005.00	5.00	25.58	30.91	2261	1.12	1	4623	26.58
1000.00	5.81	25.13	30.08	2262	1	2	4600	26.13
995.00	5.73	24.03	29.12	2263	1.21	3	4577	25.03
999.00	5.68	24.30	28.69	2264	1.09	4	4595.4	25.30
1001.00	5.84	23.80	28.61	2265	1.03	5	4604.6	24.80
1002.00	5.77	23.90	29.13	2266	0.92	6	4609.2	24.90
1004.00	5.00	24.41	31.48	2267	0.93	7	4618.4	25.41
1005.00	5.27	25.50	32.41	2268	0.99	1	4623	26.50
1006.00	5.71	26.29	33.16	2269	0.89	2	4627.6	27.29
1030.00	6.97	25.32	31.07	2270	0.99	3	4738	26.32
990.00	5.32	25.19	31.31	2271	0.97	4	4554	26.19
1010.00	5.97	25.26	30.80	2272	0.95	5	4646	26.26
1005.00	5.00	25.58	30.91	2273	1.12	6	4623	26.58
1000.00	5.81	25.13	30.08	2274	1	7	4600	26.13
995.00	5.73	24.03	29.12	2275	1.21	1	4577	25.03
999.00	5.68	24.30	28.69	2276	1.09	2	4595.4	25.30
1001.00	5.84	23.80	28.61	2277	1.03	3	4604.6	24.80
1002.00	5.77	23.90	29.13	2278	0.92	4	4609.2	24.90
1004.00	5.00	24.41	31.48	2279	0.93	5	4618.4	25.41
1005.00	5.27	25.50	32.41	2280	0.99	6	4623	26.50
1006.00	5.71	26.29	33.16	2281	0.89	7	4627.6	27.29
1030.00	6.97	25.32	31.07	2282	0.99	1	4738	26.32
990.00	5.32	25.19	31.31	2283	0.97	2	4554	26.19
1010.00	5.97	25.26	30.80	2284	0.95	3	4646	26.26
1005.00	5.00	25.58	30.91	2285	1.12	4	4623	26.58
1000.00	5.81	25.13	30.08	2286	1	5	4600	26.13
995.00	5.73	24.03	29.12	2287	1.21	6	4577	25.03
999.00	5.68	24.30	28.69	2288	1.09	7	4595.4	25.30
1001.00	5.84	23.80	28.61	2289	1.03	1	4604.6	24.80
1002.00	5.77	23.90	29.13	2290	0.92	2	4609.2	24.90
1004.00	5.00	24.41	31.48	2291	0.93	3	4618.4	25.41
1005.00	5.27	25.50	32.41	2292	0.99	4	4623	26.50
1006.00	5.71	26.29	33.16	2293	0.89	5	4627.6	27.29
1030.00	6.97	25.32	31.07	2294	0.99	6	4738	26.32
990.00	5.32	25.19	31.31	2295	0.89	7	4554	26.19
1010.00	5.97	25.26	30.80	2296	0.99	1	4646	26.26
1005.00	5.00	25.58	30.91	2297	0.97	2	4623	26.58
1000.00	5.81	25.13	30.08	2298	0.95	3	4600	26.13
995.00	5.73	24.03	29.12	2299	1.12	4	4577	25.03
999.00	5.68	24.30	28.69	2300	1	5	4595.4	25.30
1001.00	5.84	23.80	28.61	2301	1.21	6	4604.6	24.80
1002.00	5.77	23.90	29.13	2302	1.09	7	4609.2	24.90
1004.00	5.00	24.41	31.48	2303	1.03	1	4618.4	25.41
1005.00	5.27	25.50	32.41	2304	0.92	2	4623	26.50
1006.00	5.71	26.29	33.16	2305	0.93	3	4627.6	27.29
990.00	5.32	25.19	31.31	2306	0.99	4	4554	26.19
1010.00	5.97	25.26	30.80	2307	0.89	5	4646	26.26
1005.00	5.00	25.58	30.91	2308	0.99	6	4623	26.58
1000.00	5.81	25.13	30.08	2309	0.97	7	4600	26.13
995.00	5.73	24.03	29.12	2310	0.95	1	4577	25.03
999.00	5.68	24.30	28.69	2311	1.12	2	4595.4	25.30
1001.00	5.84	23.80	28.61	2312	1	3	4604.6	24.80
1002.00	5.77	23.90	29.13	2313	1.21	4	4609.2	24.90
1004.00	5.00	24.41	31.48	2314	1.09	5	4618.4	25.41
1005.00	5.27	25.50	32.41	2315	1.03	6	4623	26.50
1006.00	5.71	26.29	33.16	2316	0.92	7	4627.6	27.29
1030.00	6.97	25.32	31.07	2317	0.93	1	4738	26.32
990.00	5.32	25.19	31.31	2318	0.99	2	4554	26.19
1010.00	5.97	25.26	30.80	2319	0.89	3	4646	26.26
1005.00	5.00	25.58	30.91	2320	0.99	4	4623	26.58
1000.00	5.81	25.13	30.08	2321	0.97	5	4600	26.13
995.00	5.73	24.03	29.12	2322	0.95	6	4577	25.03
999.00	5.68	24.30	28.69	2323	1.12	7	4595.4	25.30
1001.00	5.84	23.80	28.61	2324	1	1	4604.6	24.80
1002.00	5.77	23.90	29.13	2325	1.21	2	4609.2	24.90
1004.00	5.00	24.41	31.48	2326	1.09	3	4618.4	25.41
1005.00	5.27	25.50	32.41	2327	1.03	4	4623	26.50
1006.00	5.71	26.29	33.16	2328	0.92	5	4627.6	27.29
1005.00	5.27	25.50	32.41	2329	0.93	6	4623	26.50
1006.00	5.71	26.29	33.16	2330	0.99	7	4627.6	27.29
1030.00	6.97	25.32	31.07	2331	0.89	1	4738	26.32
990.00	5.32	25.19	31.31	2332	0.99	2	4554	26.19
1010.00	5.97	25.26	30.80	2333	0.89	3	4646	26.26
1005.00	5.00	25.58	30.91	2334	0.99	4	4623	26.58
1000.00	5.81	25.13	30.08	2335	0.97	5	4600	26.13
995.00	5.73	24.03	29.12	2336	0.95	6	4577	25.03
999.00	5.68	24.30	28.69	2337	1.12	7	4595.4	25.30
1001.00	5.84	23.80	28.61	2338	1	1	4604.6	24.80
1002.00	5.77	23.90	29.13	2339	1.21	2	4609.2	24.90
1004.00	5.00	24.41	31.48	2340	1.09	3	4618.4	25.41
1005.00	5.27	25.50	32.41	2341	1.03	4	4623	26.50
1006.00	5.71	26.29	33.16	2342	0.92	5	4627.6	27.29
1005.00	5.00	25.58	30.91	2343	0.93	6	4623	26.58
1000.00	5.81	25.13	30.08	2344	0.99	7	4600	26.13
995.00	5.73	24.03	29.12	2345	0.89	1	4577	25.03
999.00	5.68	24.30	28.69	2346	0.99	2	4595.4	25.30
999.00	5.68	24.30	28.69	2347	0.89	3	4595.4	25.30
1001.00	5.84	23.80	28.61	2348	0.99	4	4604.6	24.80
1002.00	5.77	23.90	29.13	2349	0.97	5	4609.2	24.90
1004.00	5.00	24.41	31.48	2350	0.95	6	4618.4	25.41
1005.00	5.27	25.50	32.41	2351	1.12	7	4623	26.50
1006.00	5.71	26.29	33.16	2352	1	1	4627.6	27.29
1030.00	6.97	25.32	31.07	2353	1.21	2	4738	26.32
990.00	5.32	25.19	31.31	2354	1.09	3	4554	26.19
1010.00	5.97	25.26	30.80	2355	1.03	4	4646	26.26
1005.00	5.00	25.58	30.91	2356	0.92	5	4623	26.58
1000.00	5.81	25.13	30.08	2357	0.93	6	4600	26.13
995.00	5.73	24.03	29.12	2358	0.99	7	4577	25.03
999.00	5.68	24.30	28.69	2359	0.89	1	4595.4	25.30
1001.00	5.84	23.80	28.61	2360	0.99	2	4604.6	24.80
1002.00	5.77	23.90	29.13	2361	0.97	3	4609.2	24.90
1004.00	5.00	24.41	31.48	2362	0.95	4	4618.4	25.41
1005.00	5.27	25.50	32.41	2363	1.12	5	4623	26.50
1006.00	5.71	26.29	33.16	2364	1	6	4627.6	27.29
990.00	5.32	25.19	31.31	2365	1.21	7	4554	26.19
1010.00	5.97	25.26	30.80	2366	1.09	1	4646	26.26
1005.00	5.00	25.58	30.91	2367	1.03	2	4623	26.58
1000.00	5.81	25.13	30.08	2368	0.92	3	4600	26.13
995.00	5.73	24.03	29.12	2369	0.93	4	4577	25.03
999.00	5.68	24.30	28.69	2370	0.99	5	4595.4	25.30
1001.00	5.84	23.80	28.61	2371	0.89	6	4604.6	24.80
1002.00	5.77	23.90	29.13	2372	0.99	7	4609.2	24.90
1004.00	5.00	24.41	31.48	2373	0.89	1	4618.4	25.41
1005.00	5.27	25.50	32.41	2374	0.99	2	4623	26.50
1006.00	5.71	26.29	33.16	2375	0.97	3	4627.6	27.29
1030.00	6.97	25.32	31.07	2376	0.95	4	4738	26.32
990.00	5.32	25.19	31.31	2377	1.12	5	4554	26.19
1010.00	5.97	25.26	30.80	2378	1	6	4646	26.26
1005.00	5.00	25.58	30.91	2379	1.21	7	4623	26.58
1000.00	5.81	25.13	30.08	2380	1.09	1	4600	26.13
995.00	5.73	24.03	29.12	2381	1.03	2	4577	25.03
999.00	5.68	24.30	28.69	2382	0.92	3	4595.4	25.30
1001.00	5.84	23.80	28.61	2383	0.93	4	4604.6	24.80
1002.00	5.77	23.90	29.13	2384	0.99	5	4609.2	24.90
1004.00	5.00	24.41	31.48	2385	0.89	6	4618.4	25.41
1005.00	5.27	25.50	32.41	2386	0.99	7	4623	26.50
1006.00	5.71	26.29	33.16	2387	0.97	1	4627.6	27.29
1005.00	5.00	25.58	30.91	2388	0.95	2	4623	26.58
1000.00	5.81	25.13	30.08	2389	1.12	3	4600	26.13
995.00	5.73	24.03	29.12	2390	1	4	4577	25.03
999.00	5.68	24.30	28.69	2391	1.21	5	4595.4	25.30
1001.00	5.84	23.80	28.61	2392	1.09	6	4604.6	24.80
1002.00	5.77	23.90	29.13	2393	1.03	7	4609.2	24.90
1004.00	5.00	24.41	31.48	2394	0.92	1	4618.4	25.41
1005.00	5.27	25.50	32.41	2395	0.93	2	4623	26.50
1006.00	5.71	26.29	33.16	2396	0.99	3	4627.6	27.29
999.00	5.68	24.30	28.69	2397	0.89	4	4595.4	25.30
1001.00	5.84	23.80	28.61	2398	0.99	5	4604.6	24.80
1002.00	5.77	23.90	29.13	2399	0.97	6	4609.2	24.90
1004.00	5.00	24.41	31.48	2400	0.95	7	4618.4	25.41
1005.00	5.27	25.50	32.41	2401	1.12	1	4623	26.50
1006.00	5.71	26.29	33.16	2402	1	2	4627.6	27.29
