RAD	WIND	MINT	MAXT	DOY	VPR	OKTA	RAIN	AHA
1004	5	24.41	31.48	924	0.89	6	4618.4	25.41
1005	5.27	25.5	32.41	925	0.99	7	4623	26.5
1006	5.71	26.29	33.16	926	0.97	1	4627.6	27.29
1005	5	25.58	30.91	927	0.95	2	4623	26.58
1000	5.81	25.13	30.08	928	1.12	3	4600	26.13
995	5.73	24.03	29.12	929	1	4	4577	25.03
999	5.68	24.3	28.69	930	1.21	5	4595.4	25.3
1001	5.84	23.8	28.61	931	1.09	6	4604.6	24.8
1002	5.77	23.9	29.13	932	1.03	7	4609.2	24.9
1004	5	24.41	31.48	933	0.92	1	4618.4	25.41
1005	5.27	25.5	32.41	934	0.93	2	4623	26.5
1006	5.71	26.29	33.16	935	0.99	3	4627.6	27.29
999	5.68	24.3	28.69	936	0.89	4	4595.4	25.3
1001	5.84	23.8	28.61	937	0.99	5	4604.6	24.8
1002	5.77	23.9	29.13	938	0.97	6	4609.2	24.9
1004	5	24.41	31.48	939	0.95	7	4618.4	25.41
1005	5.27	25.5	32.41	940	1.12	1	4623	26.5
1006	5.71	26.29	33.16	941	1	2	4627.6	27.29
1030	6.97	25.32	31.07	942	1.21	3	4738	26.32
990	5.32	25.19	31.31	943	1.09	4	4554	26.19
1010	5.97	25.26	30.8	944	1.03	5	4646	26.26
1005	5	25.58	30.91	945	0.92	6	4623	26.58
1000	5.81	25.13	30.08	946	0.93	7	4600	26.13
995	5.73	24.03	29.12	947	0.99	1	4577	25.03
999	5.68	24.3	28.69	948	0.89	2	4595.4	25.3
1001	5.84	23.8	28.61	949	0.99	3	4604.6	24.8
1002	5.77	23.9	29.13	950	0.89	4	4609.2	24.9
1004	5	24.41	31.48	951	0.99	5	4618.4	25.41
1005	5.27	25.5	32.41	952	0.97	6	4623	26.5
1006	5.71	26.29	33.16	953	0.95	7	4627.6	27.29
990	5.32	25.19	31.31	954	1.12	1	4554	26.19
1010	5.97	25.26	30.8	955	1	2	4646	26.26
1005	5	25.58	30.91	956	1.21	3	4623	26.58
1000	5.81	25.13	30.08	957	1.09	4	4600	26.13
995	5.73	24.03	29.12	958	1.03	5	4577	25.03
999	5.68	24.3	28.69	959	0.92	6	4595.4	25.3
1001	5.84	23.8	28.61	960	0.93	7	4604.6	24.8
1002	5.77	23.9	29.13	961	0.99	1	4609.2	24.9
1004	5	24.41	31.48	962	0.89	2	4618.4	25.41
1005	5.27	25.5	32.41	963	0.99	3	4623	26.5
1006	5.71	26.29	33.16	964	0.89	4	4627.6	27.29
1030	6.97	25.32	31.07	965	0.99	5	4738	26.32
990	5.32	25.19	31.31	966	0.97	6	4554	26.19
1010	5.97	25.26	30.8	967	0.95	7	4646	26.26
1005	5	25.58	30.91	968	1.12	1	4623	26.58
1000	5.81	25.13	30.08	969	1	2	4600	26.13
995	5.73	24.03	29.12	970	1.21	3	4577	25.03
999	5.68	24.3	28.69	971	1.09	4	4595.4	25.3
1001	5.84	23.8	28.61	972	1.03	5	4604.6	24.8
1002	5.77	23.9	29.13	973	0.92	6	4609.2	24.9
1004	5	24.41	31.48	974	0.93	7	4618.4	25.41
1005	5.27	25.5	32.41	975	0.99	1	4623	26.5
1006	5.71	26.29	33.16	976	0.89	2	4627.6	27.29
1005	5	25.58	30.91	977	0.99	3	4623	26.58
1000	5.81	25.13	30.08	978	0.97	4	4600	26.13
995	5.73	24.03	29.12	979	0.95	5	4577	25.03
999	5.68	24.3	28.69	980	1.12	6	4595.4	25.3
1001	5.84	23.8	28.61	981	1	7	4604.6	24.8
1002	5.77	23.9	29.13	982	1.21	1	4609.2	24.9
1004	5	24.41	31.48	983	1.09	2	4618.4	25.41
1005	5.27	25.5	32.41	984	1.03	3	4623	26.5
1006	5.71	26.29	33.16	985	0.92	4	4627.6	27.29
1030	6.97	25.32	31.07	986	0.93	5	4738	26.32
990	5.32	25.19	31.31	987	0.99	6	4554	26.19
1010	5.97	25.26	30.8	988	0.89	7	4646	26.26
1005	5	25.58	30.91	989	0.99	1	4623	26.58
1000	5.81	25.13	30.08	990	0.97	2	4600	26.13
995	5.73	24.03	29.12	991	0.95	3	4577	25.03
999	5.68	24.3	28.69	992	1.12	4	4595.4	25.3
1001	5.84	23.8	28.61	993	1	5	4604.6	24.8
1002	5.77	23.9	29.13	994	1.21	6	4609.2	24.9
1004	5	24.41	31.48	995	1.09	7	4618.4	25.41
1005	5.27	25.5	32.41	996	1.03	1	4623	26.5
1006	5.71	26.29	33.16	997	0.92	2	4627.6	27.29
1030	6.97	25.32	31.07	998	0.93	3	4738	26.32
990	5.32	25.19	31.31	999	0.99	4	4554	26.19
1010	5.97	25.26	30.8	1000	0.89	5	4646	26.26
1005	5	25.58	30.91	1001	0.99	6	4623	26.58
1000	5.81	25.13	30.08	1002	0.89	7	4600	26.13
995	5.73	24.03	29.12	1003	0.99	1	4577	25.03
999	5.68	24.3	28.69	1004	0.97	2	4595.4	25.3
1001	5.84	23.8	28.61	1005	0.95	3	4604.6	24.8
1002	5.77	23.9	29.13	1006	1.12	4	4609.2	24.9
1004	5	24.41	31.48	1007	1	5	4618.4	25.41
1005	5.27	25.5	32.41	1008	1.21	6	4623	26.5
1006	5.71	26.29	33.16	1009	1.09	7	4627.6	27.29
1030	6.97	25.32	31.07	1010	1.03	1	4738	26.32
990	5.32	25.19	31.31	1011	0.92	2	4554	26.19
1010	5.97	25.26	30.8	1012	0.93	3	4646	26.26
1005	5	25.58	30.91	1013	0.99	4	4623	26.58
1000	5.81	25.13	30.08	1014	0.89	5	4600	26.13
995	5.73	24.03	29.12	1015	0.99	6	4577	25.03
999	5.68	24.3	28.69	1016	0.97	7	4595.4	25.3
1001	5.84	23.8	28.61	1017	0.95	1	4604.6	24.8
1002	5.77	23.9	29.13	1018	1.12	2	4609.2	24.9
1004	5	24.41	31.48	1019	1	3	4618.4	25.41
1005	5.27	25.5	32.41	1020	1.21	4	4623	26.5
1006	5.71	26.29	33.16	1021	1.09	5	4627.6	27.29
990	5.32	25.19	31.31	1022	1.03	6	4554	26.19
1010	5.97	25.26	30.8	1023	0.92	7	4646	26.26
1005	5	25.58	30.91	1024	0.93	1	4623	26.58
1000	5.81	25.13	30.08	1025	0.99	2	4600	26.13
995	5.73	24.03	29.12	1026	0.89	3	4577	25.03
999	5.68	24.3	28.69	1027	0.99	4	4595.4	25.3
1001	5.84	23.8	28.61	1028	0.97	5	4604.6	24.8
1002	5.77	23.9	29.13	1029	0.95	6	4609.2	24.9
1004	5	24.41	31.48	1030	1.12	7	4618.4	25.41
1005	5.27	25.5	32.41	1031	1	1	4623	26.5
1006	5.71	26.29	33.16	1032	1.21	2	4627.6	27.29
1030	6.97	25.32	31.07	1033	1.09	3	4738	26.32
990	5.32	25.19	31.31	1034	1.03	4	4554	26.19
1010	5.97	25.26	30.8	1035	0.92	5	4646	26.26
1005	5	25.58	30.91	1036	0.93	6	4623	26.58
1000	5.81	25.13	30.08	1037	0.99	7	4600	26.13
995	5.73	24.03	29.12	1038	0.89	1	4577	25.03
999	5.68	24.3	28.69	1039	0.99	2	4595.4	25.3
1001	5.84	23.8	28.61	1040	0.89	3	4604.6	24.8
1002	5.77	23.9	29.13	1041	0.99	4	4609.2	24.9
1004	5	24.41	31.48	1042	0.97	5	4618.4	25.41
1005	5.27	25.5	32.41	1043	0.95	6	4623	26.5
1006	5.71	26.29	33.16	1044	1.12	7	4627.6	27.29
1005	5.27	25.5	32.41	1045	1	1	4623	26.5
1006	5.71	26.29	33.16	1046	1.21	2	4627.6	27.29
1030	6.97	25.32	31.07	1047	1.09	3	4738	26.32
990	5.32	25.19	31.31	1048	1.03	4	4554	26.19
1010	5.97	25.26	30.8	1049	0.92	5	4646	26.26
1005	5	25.58	30.91	1050	0.93	6	4623	26.58
1000	5.81	25.13	30.08	1051	0.99	7	4600	26.13
995	5.73	24.03	29.12	1052	0.89	1	4577	25.03
999	5.68	24.3	28.69	1053	0.99	2	4595.4	25.3
1001	5.84	23.8	28.61	1054	0.89	3	4604.6	24.8
1002	5.77	23.9	29.13	1055	0.99	4	4609.2	24.9
1004	5	24.41	31.48	1056	0.97	5	4618.4	25.41
1005	5.27	25.5	32.41	1057	0.95	6	4623	26.5
1006	5.71	26.29	33.16	1058	1.12	7	4627.6	27.29
1005	5	25.58	30.91	1059	1	1	4623	26.58
1000	5.81	25.13	30.08	1060	1.21	2	4600	26.13
995	5.73	24.03	29.12	1061	1.09	3	4577	25.03
999	5.68	24.3	28.69	1062	1.03	4	4595.4	25.3
1001	5.84	23.8	28.61	1063	0.92	5	4604.6	24.8
1002	5.77	23.9	29.13	1064	0.93	6	4609.2	24.9
1004	5	24.41	31.48	1065	0.99	7	4618.4	25.41
1005	5.27	25.5	32.41	1066	0.89	1	4623	26.5
1006	5.71	26.29	33.16	1067	0.99	2	4627.6	27.29
1030	6.97	25.32	31.07	1068	0.97	3	4738	26.32
990	5.32	25.19	31.31	1069	0.95	4	4554	26.19
1010	5.97	25.26	30.8	1070	1.12	5	4646	26.26
1005	5	25.58	30.91	1071	1	6	4623	26.58
1000	5.81	25.13	30.08	1072	1.21	7	4600	26.13
995	5.73	24.03	29.12	1073	1.09	1	4577	25.03
999	5.68	24.3	28.69	1074	1.03	2	4595.4	25.3
1001	5.84	23.8	28.61	1075	0.92	3	4604.6	24.8
1002	5.77	23.9	29.13	1076	0.93	4	4609.2	24.9
1004	5	24.41	31.48	1077	0.99	5	4618.4	25.41
1005	5.27	25.5	32.41	1078	0.89	6	4623	26.5
1006	5.71	26.29	33.16	1079	0.99	7	4627.6	27.29
1030	6.97	25.32	31.07	1080	0.97	1	4738	26.32
990	5.32	25.19	31.31	1081	0.95	2	4554	26.19
1010	5.97	25.26	30.8	1082	1.12	3	4646	26.26
1005	5	25.58	30.91	1083	1	4	4623	26.58
1000	5.81	25.13	30.08	1084	1.21	5	4600	26.13
995	5.73	24.03	29.12	1085	1.09	6	4577	25.03
999	5.68	24.3	28.69	1086	1.03	7	4595.4	25.3
1001	5.84	23.8	28.61	1087	0.92	1	4604.6	24.8
1002	5.77	23.9	29.13	1088	0.93	2	4609.2	24.9
1004	5	24.41	31.48	1089	0.99	3	4618.4	25.41
1005	5.27	25.5	32.41	1090	0.89	4	4623	26.5
1006	5.71	26.29	33.16	1091	0.99	5	4627.6	27.29
1030	6.97	25.32	31.07	1092	0.89	6	4738	26.32
990	5.32	25.19	31.31	1093	0.99	7	4554	26.19
1010	5.97	25.26	30.8	1094	0.97	1	4646	26.26
990	5.32	25.19	31.31	1095	0.89	1	4554	26.19
1010	5.97	25.26	30.8	1096	0.99	2	4646	26.26
1005	5	25.58	30.91	1097	0.97	3	4623	26.58
1000	5.81	25.13	30.08	1098	0.95	4	4600	26.13
995	5.73	24.03	29.12	1099	1.12	5	4577	25.03
999	5.68	24.3	28.69	1100	1	6	4595.4	25.3
1001	5.84	23.8	28.61	1101	1.21	7	4604.6	24.8
1002	5.77	23.9	29.13	1102	1.09	1	4609.2	24.9
1004	5	24.41	31.48	1103	1.03	2	4618.4	25.41
1005	5.27	25.5	32.41	1104	0.92	3	4623	26.5
1006	5.71	26.29	33.16	1105	0.93	4	4627.6	27.29
1030	6.97	25.32	31.07	1106	0.99	5	4738	26.32
990	5.32	25.19	31.31	1107	0.89	6	4554	26.19
1010	5.97	25.26	30.8	1108	0.99	7	4646	26.26
1005	5	25.58	30.91	1109	0.89	1	4623	26.58
1000	5.81	25.13	30.08	1110	0.99	2	4600	26.13
995	5.73	24.03	29.12	1111	0.97	3	4577	25.03
999	5.68	24.3	28.69	1112	0.95	4	4595.4	25.3
1001	5.84	23.8	28.61	1113	1.12	5	4604.6	24.8
1002	5.77	23.9	29.13	1114	1	6	4609.2	24.9
1004	5	24.41	31.48	1115	1.21	7	4618.4	25.41
1005	5.27	25.5	32.41	1116	1.09	1	4623	26.5
1006	5.71	26.29	33.16	1117	1.03	2	4627.6	27.29
1030	6.97	25.32	31.07	1118	0.92	3	4738	26.32
990	5.32	25.19	31.31	1119	0.93	4	4554	26.19
1010	5.97	25.26	30.8	1120	0.99	5	4646	26.26
1005	5	25.58	30.91	1121	0.89	6	4623	26.58
1000	5.81	25.13	30.08	1122	0.99	7	4600	26.13
995	5.73	24.03	29.12	1123	0.97	1	4577	25.03
999	5.68	24.3	28.69	1124	0.95	2	4595.4	25.3
1001	5.84	23.8	28.61	1125	1.12	3	4604.6	24.8
1002	5.77	23.9	29.13	1126	1	4	4609.2	24.9
1004	5	24.41	31.48	1127	1.21	5	4618.4	25.41
1005	5.27	25.5	32.41	1128	1.09	6	4623	26.5
1006	5.71	26.29	33.16	1129	1.03	7	4627.6	27.29
1030	6.97	25.32	31.07	1130	0.92	1	4738	26.32
990	5.32	25.19	31.31	1131	0.93	2	4554	26.19
1010	5.97	25.26	30.8	1132	0.99	3	4646	26.26
1005	5	25.58	30.91	1133	0.89	4	4623	26.58
1000	5.81	25.13	30.08	1134	0.99	5	4600	26.13
995	5.73	24.03	29.12	1135	0.97	6	4577	25.03
999	5.68	24.3	28.69	1136	0.95	7	4595.4	25.3
1001	5.84	23.8	28.61	1137	1.12	1	4604.6	24.8
1002	5.77	23.9	29.13	1138	1	2	4609.2	24.9
1004	5	24.41	31.48	1139	1.21	3	4618.4	25.41
1005	5.27	25.5	32.41	1140	1.09	4	4623	26.5
1006	5.71	26.29	33.16	1141	1.03	5	4627.6	27.29
990	5.32	25.19	31.31	1142	0.92	6	4554	26.19
1010	5.97	25.26	30.8	1143	0.93	7	4646	26.26
1005	5	25.58	30.91	1144	0.99	1	4623	26.58
1000	5.81	25.13	30.08	1145	0.89	2	4600	26.13
995	5.73	24.03	29.12	1146	0.99	3	4577	25.03
999	5.68	24.3	28.69	1147	0.89	4	4595.4	25.3
1001	5.84	23.8	28.61	1148	0.99	5	4604.6	24.8
1002	5.77	23.9	29.13	1149	0.97	6	4609.2	24.9
1004	5	24.41	31.48	1150	0.95	7	4618.4	25.41
1005	5.27	25.5	32.41	1151	1.12	1	4623	26.5
1006	5.71	26.29	33.16	1152	1	2	4627.6	27.29
1030	6.97	25.32	31.07	1153	1.21	3	4738	26.32
990	5.32	25.19	31.31	1154	1.09	4	4554	26.19
1010	5.97	25.26	30.8	1155	1.03	5	4646	26.26
1005	5	25.58	30.91	1156	0.92	6	4623	26.58
1000	5.81	25.13	30.08	1157	0.93	7	4600	26.13
995	5.73	24.03	29.12	1158	0.99	1	4577	25.03
999	5.68	24.3	28.69	1159	0.89	2	4595.4	25.3
1001	5.84	23.8	28.61	1160	0.99	3	4604.6	24.8
1002	5.77	23.9	29.13	1161	0.89	4	4609.2	24.9
1004	5	24.41	31.48	1162	0.99	5	4618.4	25.41
1005	5.27	25.5	32.41	1163	0.97	6	4623	26.5
1006	5.71	26.29	33.16	1164	0.95	7	4627.6	27.29
1005	5	25.58	30.91	1165	1.12	1	4623	26.58
1000	5.81	25.13	30.08	1166	1	2	4600	26.13
995	5.73	24.03	29.12	1167	1.21	3	4577	25.03
999	5.68	24.3	28.69	1168	1.09	4	4595.4	25.3
1001	5.84	23.8	28.61	1169	1.03	5	4604.6	24.8
1002	5.77	23.9	29.13	1170	0.92	6	4609.2	24.9
1004	5	24.41	31.48	1171	0.93	7	4618.4	25.41
1005	5.27	25.5	32.41	1172	0.99	1	4623	26.5
1006	5.71	26.29	33.16	1173	0.89	2	4627.6	27.29
1030	6.97	25.32	31.07	1174	0.99	3	4738	26.32
990	5.32	25.19	31.31	1175	0.97	4	4554	26.19
1010	5.97	25.26	30.8	1176	0.95	5	4646	26.26
1005	5	25.58	30.91	1177	1.12	6	4623	26.58
1000	5.81	25.13	30.08	1178	1	7	4600	26.13
995	5.73	24.03	29.12	1179	1.21	1	4577	25.03
999	5.68	24.3	28.69	1180	1.09	2	4595.4	25.3
1001	5.84	23.8	28.61	1181	1.03	3	4604.6	24.8
1002	5.77	23.9	29.13	1182	0.92	4	4609.2	24.9
1004	5	24.41	31.48	1183	0.93	5	4618.4	25.41
1005	5.27	25.5	32.41	1184	0.99	6	4623	26.5
1006	5.71	26.29	33.16	1185	0.89	7	4627.6	27.29
1030	6.97	25.32	31.07	1186	0.99	1	4738	26.32
990	5.32	25.19	31.31	1187	0.97	2	4554	26.19
1010	5.97	25.26	30.8	1188	0.95	3	4646	26.26
1005	5	25.58	30.91	1189	1.12	4	4623	26.58
1000	5.81	25.13	30.08	1190	1	5	4600	26.13
995	5.73	24.03	29.12	1191	1.21	6	4577	25.03
999	5.68	24.3	28.69	1192	1.09	7	4595.4	25.3
1001	5.84	23.8	28.61	1193	1.03	1	4604.6	24.8
1002	5.77	23.9	29.13	1194	0.92	2	4609.2	24.9
1004	5	24.41	31.48	1195	0.93	3	4618.4	25.41
1005	5.27	25.5	32.41	1196	0.99	4	4623	26.5
1006	5.71	26.29	33.16	1197	0.89	5	4627.6	27.29
1030	6.97	25.32	31.07	1198	0.99	6	4738	26.32
990	5.32	25.19	31.31	1199	0.89	7	4554	26.19
1010	5.97	25.26	30.8	1200	0.99	1	4646	26.26
1005	5	25.58	30.91	1201	0.97	2	4623	26.58
1000	5.81	25.13	30.08	1202	0.95	3	4600	26.13
995	5.73	24.03	29.12	1203	1.12	4	4577	25.03
999	5.68	24.3	28.69	1204	1	5	4595.4	25.3
1001	5.84	23.8	28.61	1205	1.21	6	4604.6	24.8
1002	5.77	23.9	29.13	1206	1.09	7	4609.2	24.9
1004	5	24.41	31.48	1207	1.03	1	4618.4	25.41
1005	5.27	25.5	32.41	1208	0.92	2	4623	26.5
1006	5.71	26.29	33.16	1209	0.93	3	4627.6	27.29
990	5.32	25.19	31.31	1210	0.99	4	4554	26.19
1010	5.97	25.26	30.8	1211	0.89	5	4646	26.26
1005	5	25.58	30.91	1212	0.99	6	4623	26.58
1000	5.81	25.13	30.08	1213	0.97	7	4600	26.13
995	5.73	24.03	29.12	1214	0.95	1	4577	25.03
999	5.68	24.3	28.69	1215	1.12	2	4595.4	25.3
1001	5.84	23.8	28.61	1216	1	3	4604.6	24.8
1002	5.77	23.9	29.13	1217	1.21	4	4609.2	24.9
1004	5	24.41	31.48	1218	1.09	5	4618.4	25.41
1005	5.27	25.5	32.41	1219	1.03	6	4623	26.5
1006	5.71	26.29	33.16	1220	0.92	7	4627.6	27.29
1030	6.97	25.32	31.07	1221	0.93	1	4738	26.32
990	5.32	25.19	31.31	1222	0.99	2	4554	26.19
1010	5.97	25.26	30.8	1223	0.89	3	4646	26.26
1005	5	25.58	30.91	1224	0.99	4	4623	26.58
1000	5.81	25.13	30.08	1225	0.97	5	4600	26.13
995	5.73	24.03	29.12	1226	0.95	6	4577	25.03
999	5.68	24.3	28.69	1227	1.12	7	4595.4	25.3
1001	5.84	23.8	28.61	1228	1	1	4604.6	24.8
1002	5.77	23.9	29.13	1229	1.21	2	4609.2	24.9
1004	5	24.41	31.48	1230	1.09	3	4618.4	25.41
1005	5.27	25.5	32.41	1231	1.03	4	4623	26.5
1006	5.71	26.29	33.16	1232	0.92	5	4627.6	27.29
1005	5.27	25.5	32.41	1233	0.93	6	4623	26.5
1006	5.71	26.29	33.16	1234	0.99	7	4627.6	27.29
1030	6.97	25.32	31.07	1235	0.89	1	4738	26.32
990	5.32	25.19	31.31	1236	0.99	2	4554	26.19
1010	5.97	25.26	30.8	1237	0.89	3	4646	26.26
1005	5	25.58	30.91	1238	0.99	4	4623	26.58
1000	5.81	25.13	30.08	1239	0.97	5	4600	26.13
995	5.73	24.03	29.12	1240	0.95	6	4577	25.03
999	5.68	24.3	28.69	1241	1.12	7	4595.4	25.3
1001	5.84	23.8	28.61	1242	1	1	4604.6	24.8
1002	5.77	23.9	29.13	1243	1.21	2	4609.2	24.9
1004	5	24.41	31.48	1244	1.09	3	4618.4	25.41
1005	5.27	25.5	32.41	1245	1.03	4	4623	26.5
1006	5.71	26.29	33.16	1246	0.92	5	4627.6	27.29
1005	5	25.58	30.91	1247	0.93	6	4623	26.58
1000	5.81	25.13	30.08	1248	0.99	7	4600	26.13
995	5.73	24.03	29.12	1249	0.89	1	4577	25.03
999	5.68	24.3	28.69	1250	0.99	2	4595.4	25.3
999	5.68	24.3	28.69	1251	0.89	3	4595.4	25.3
1001	5.84	23.8	28.61	1252	0.99	4	4604.6	24.8
1002	5.77	23.9	29.13	1253	0.97	5	4609.2	24.9
1004	5	24.41	31.48	1254	0.95	6	4618.4	25.41
1005	5.27	25.5	32.41	1255	1.12	7	4623	26.5
1006	5.71	26.29	33.16	1256	1	1	4627.6	27.29
1030	6.97	25.32	31.07	1257	1.21	2	4738	26.32
990	5.32	25.19	31.31	1258	1.09	3	4554	26.19
1010	5.97	25.26	30.8	1259	1.03	4	4646	26.26
1005	5	25.58	30.91	1260	0.92	5	4623	26.58
1000	5.81	25.13	30.08	1261	0.93	6	4600	26.13
995	5.73	24.03	29.12	1262	0.99	7	4577	25.03
999	5.68	24.3	28.69	1263	0.89	1	4595.4	25.3
1001	5.84	23.8	28.61	1264	0.99	2	4604.6	24.8
1002	5.77	23.9	29.13	1265	0.97	3	4609.2	24.9
1004	5	24.41	31.48	1266	0.95	4	4618.4	25.41
1005	5.27	25.5	32.41	1267	1.12	5	4623	26.5
1006	5.71	26.29	33.16	1268	1	6	4627.6	27.29
990	5.32	25.19	31.31	1269	1.21	7	4554	26.19
1010	5.97	25.26	30.8	1270	1.09	1	4646	26.26
1005	5	25.58	30.91	1271	1.03	2	4623	26.58
1000	5.81	25.13	30.08	1272	0.92	3	4600	26.13
995	5.73	24.03	29.12	1273	0.93	4	4577	25.03
999	5.68	24.3	28.69	1274	0.99	5	4595.4	25.3
1001	5.84	23.8	28.61	1275	0.89	6	4604.6	24.8
1002	5.77	23.9	29.13	1276	0.99	7	4609.2	24.9
1004	5	24.41	31.48	1277	0.89	1	4618.4	25.41
1005	5.27	25.5	32.41	1278	0.99	2	4623	26.5
1006	5.71	26.29	33.16	1279	0.97	3	4627.6	27.29
1030	6.97	25.32	31.07	1280	0.95	4	4738	26.32
990	5.32	25.19	31.31	1281	1.12	5	4554	26.19
1010	5.97	25.26	30.8	1282	1	6	4646	26.26
1005	5	25.58	30.91	1283	1.21	7	4623	26.58
1000	5.81	25.13	30.08	1284	1.09	1	4600	26.13
995	5.73	24.03	29.12	1285	1.03	2	4577	25.03
999	5.68	24.3	28.69	1286	0.92	3	4595.4	25.3
1001	5.84	23.8	28.61	1287	0.93	4	4604.6	24.8
1002	5.77	23.9	29.13	1288	0.99	5	4609.2	24.9
1004	5	24.41	31.48	1289	0.89	6	4618.4	25.41
1005	5.27	25.5	32.41	1290	0.99	7	4623	26.5
1006	5.71	26.29	33.16	1291	0.97	1	4627.6	27.29
1005	5	25.58	30.91	1292	0.95	2	4623	26.58
1000	5.81	25.13	30.08	1293	1.12	3	4600	26.13
995	5.73	24.03	29.12	1294	1	4	4577	25.03
999	5.68	24.3	28.69	1295	1.21	5	4595.4	25.3
1001	5.84	23.8	28.61	1296	1.09	6	4604.6	24.8
1002	5.77	23.9	29.13	1297	1.03	7	4609.2	24.9
1004	5	24.41	31.48	1298	0.92	1	4618.4	25.41
1005	5.27	25.5	32.41	1299	0.93	2	4623	26.5
1006	5.71	26.29	33.16	1300	0.99	3	4627.6	27.29
999	5.68	24.3	28.69	1301	0.89	4	4595.4	25.3
1001	5.84	23.8	28.61	1302	0.99	5	4604.6	24.8
1002	5.77	23.9	29.13	1303	0.97	6	4609.2	24.9
1004	5	24.41	31.48	1304	0.95	7	4618.4	25.41
1005	5.27	25.5	32.41	1305	1.12	1	4623	26.5
1006	5.71	26.29	33.16	1306	1	2	4627.6	27.29
1030	6.97	25.32	31.07	1307	1.21	3	4738	26.32
990	5.32	25.19	31.31	1308	1.09	4	4554	26.19
1010	5.97	25.26	30.8	1309	1.03	5	4646	26.26
1005	5	25.58	30.91	1310	0.92	6	4623	26.58
1000	5.81	25.13	30.08	1311	0.93	7	4600	26.13
995	5.73	24.03	29.12	1312	0.99	1	4577	25.03
999	5.68	24.3	28.69	1313	0.89	2	4595.4	25.3
1001	5.84	23.8	28.61	1314	0.99	3	4604.6	24.8
1002	5.77	23.9	29.13	1315	0.89	4	4609.2	24.9
1004	5	24.41	31.48	1316	0.99	5	4618.4	25.41
1005	5.27	25.5	32.41	1317	0.97	6	4623	26.5
1006	5.71	26.29	33.16	1318	0.95	7	4627.6	27.29
990	5.32	25.19	31.31	1319	1.12	1	4554	26.19
1010	5.97	25.26	30.8	1320	1	2	4646	26.26
1005	5	25.58	30.91	1321	1.21	3	4623	26.58
1000	5.81	25.13	30.08	1322	1.09	4	4600	26.13
995	5.73	24.03	29.12	1323	1.03	5	4577	25.03
999	5.68	24.3	28.69	1324	0.92	6	4595.4	25.3
1001	5.84	23.8	28.61	1325	0.93	7	4604.6	24.8
1002	5.77	23.9	29.13	1326	0.99	1	4609.2	24.9
1004	5	24.41	31.48	1327	0.89	2	4618.4	25.41
1005	5.27	25.5	32.41	1328	0.99	3	4623	26.5
1006	5.71	26.29	33.16	1329	0.89	4	4627.6	27.29
1030	6.97	25.32	31.07	1330	0.99	5	4738	26.32
990	5.32	25.19	31.31	1331	0.97	6	4554	26.19
1010	5.97	25.26	30.8	1332	0.95	7	4646	26.26
1005	5	25.58	30.91	1333	1.12	1	4623	26.58
1000	5.81	25.13	30.08	1334	1	2	4600	26.13
995	5.73	24.03	29.12	1335	1.21	3	4577	25.03
999	5.68	24.3	28.69	1336	1.09	4	4595.4	25.3
1001	5.84	23.8	28.61	1337	1.03	5	4604.6	24.8
1002	5.77	23.9	29.13	1338	0.92	6	4609.2	24.9
1004	5	24.41	31.48	1339	0.93	7	4618.4	25.41
1005	5.27	25.5	32.41	1340	0.99	1	4623	26.5
1006	5.71	26.29	33.16	1341	0.89	2	4627.6	27.29
1005	5	25.58	30.91	1342	0.99	3	4623	26.58
1000	5.81	25.13	30.08	1343	0.97	4	4600	26.13
995	5.73	24.03	29.12	1344	0.95	5	4577	25.03
999	5.68	24.3	28.69	1345	1.12	6	4595.4	25.3
1001	5.84	23.8	28.61	1346	1	7	4604.6	24.8
1002	5.77	23.9	29.13	1347	1.21	1	4609.2	24.9
1004	5	24.41	31.48	1348	1.09	2	4618.4	25.41
1005	5.27	25.5	32.41	1349	1.03	3	4623	26.5
1006	5.71	26.29	33.16	1350	0.92	4	4627.6	27.29
1030	6.97	25.32	31.07	1351	0.93	5	4738	26.32
990	5.32	25.19	31.31	1352	0.99	6	4554	26.19
1010	5.97	25.26	30.8	1353	0.89	7	4646	26.26
1005	5	25.58	30.91	1354	0.99	1	4623	26.58
1000	5.81	25.13	30.08	1355	0.97	2	4600	26.13
995	5.73	24.03	29.12	1356	0.95	3	4577	25.03
999	5.68	24.3	28.69	1357	1.12	4	4595.4	25.3
1001	5.84	23.8	28.61	1358	1	5	4604.6	24.8
1002	5.77	23.9	29.13	1359	1.21	6	4609.2	24.9
1004	5	24.41	31.48	1360	1.09	7	4618.4	25.41
1005	5.27	25.5	32.41	1361	1.03	1	4623	26.5
1006	5.71	26.29	33.16	1362	0.92	2	4627.6	27.29
1030	6.97	25.32	31.07	1363	0.93	3	4738	26.32
990	5.32	25.19	31.31	1364	0.99	4	4554	26.19
1010	5.97	25.26	30.8	1365	0.89	5	4646	26.26
1005	5	25.58	30.91	1366	0.99	6	4623	26.58
1000	5.81	25.13	30.08	1367	0.89	7	4600	26.13
995	5.73	24.03	29.12	1368	0.99	1	4577	25.03
999	5.68	24.3	28.69	1369	0.97	2	4595.4	25.3
1001	5.84	23.8	28.61	1370	0.95	3	4604.6	24.8
1002	5.77	23.9	29.13	1371	1.12	4	4609.2	24.9
1004	5	24.41	31.48	1372	1	5	4618.4	25.41
1005	5.27	25.5	32.41	1373	1.21	6	4623	26.5
